"","date","max_temperature","avg_hourly_temperature","avg_temperature","min_temperature","max_humidex","min_windchill","max_relative_humidity","avg_hourly_relative_humidity","avg_relative_humidity","min_relative_humidity","max_dew_point","avg_hourly_dew_point","avg_dew_point","min_dew_point","max_wind_speed","avg_hourly_wind_speed","avg_wind_speed","min_wind_speed","max_wind_gust","wind_gust_dir_10s","max_pressure_sea","avg_hourly_pressure_sea","avg_pressure_sea","min_pressure_sea","max_pressure_station","avg_hourly_pressure_station","avg_pressure_station","min_pressure_station","max_visibility","avg_hourly_visibility","avg_visibility","min_visibility","max_health_index","avg_hourly_health_index","avg_health_index","min_health_index","heatdegdays","cooldegdays","growdegdays_5","growdegdays_7","growdegdays_10","precipitation","rain","snow","snow_on_ground","sunrise","sunset","daylight","sunrise_f","sunset_f","min_uv_forecast","max_uv_forecast","min_high_temperature_forecast","max_high_temperature_forecast","min_low_temperature_forecast","max_low_temperature_forecast","solar_radiation","max_cloud_cover_4","avg_hourly_cloud_cover_4","avg_cloud_cover_4","min_cloud_cover_4","max_cloud_cover_8","avg_hourly_cloud_cover_8","avg_cloud_cover_8","min_cloud_cover_8","max_cloud_cover_10","avg_hourly_cloud_cover_10","avg_cloud_cover_10","min_cloud_cover_10"
"808","2019-11-01",10.5,4.75,4.75,-1,NA,NA,96,86,81.5,67,6.7,2.5,2.9,-0.9,12,6,6,0,NA,NA,103.29,103.14,103.12,102.95,103.28,103.14,103.11,102.95,48300,38233.3,36200,24100,5,2.6,3.4,1.8,13.2,0,0,0,0,0,0,0,NA,"08:00:00","17:52:00",9.87,8,17.87,2,2,11,11,1,2,NA,NA,NA,NA,NA,8,5,4,0,NA,NA,NA,NA
"809","2019-10-31",9.2,4.95,5.25,1.3,NA,NA,92,79.9,75.5,59,3.5,1.6,1.6,-0.2,12,7.17,7,2,NA,NA,103.13,102.85,102.91,102.69,103.13,102.85,102.91,102.69,48300,39579.2,40250,32200,6,3.1,4,1.9,12.8,0,0.2,0,0,0,0,0,NA,"07:58:00","17:54:00",9.93,7.97,17.9,2,2,10,10,1,1,NA,NA,NA,NA,NA,8,5.2,4.5,1,NA,NA,NA,NA
"810","2019-10-30",8.9,4.1,3.55,-1.8,NA,-4,85,71.8,72.5,60,2.7,-0.6,-1.2,-5.1,14,6.42,7.5,1,NA,NA,103.14,102.9,102.91,102.68,103.14,102.9,102.91,102.68,48300,39579.2,40250,32200,4,2.4,2.9,1.8,14.4,0,0,0,0,0,0,0,NA,"07:56:00","17:56:00",10,7.93,17.93,2,2,10,10,2,2,NA,NA,NA,NA,NA,8,3.9,4,0,NA,NA,NA,NA
"811","2019-10-29",9,5.22,5.3,1.6,NA,NA,69,44.9,46,23,-1.1,-6.2,-6.4,-11.7,29,12.38,15.5,2,41,11,103.33,103.19,103.13,102.93,103.32,103.19,103.12,102.92,48300,39579.2,40250,32200,3.4,2.5,2.5,1.6,12.7,0,0.3,0,0,0,0,0,NA,"07:55:00","17:58:00",10.05,7.92,17.97,2,2,8,9,-1,1,NA,NA,NA,NA,NA,7,2,3.5,0,NA,NA,NA,NA
"812","2019-10-28",9.7,5.58,5.5,1.3,NA,NA,88,79.5,76.5,65,5,2.3,2.2,-0.6,21,9.17,11.5,2,32,28,102.81,102.46,102.52,102.23,102.8,102.45,102.52,102.23,48300,39579.2,40250,32200,3,1.8,2,1.1,12.5,0,0.5,0,0,0,0,0,NA,"07:53:00","17:59:00",10.1,7.88,17.98,2,2,11,11,-1,0,NA,NA,NA,NA,NA,8,4,4,0,NA,NA,NA,NA
"813","2019-10-27",10.8,5.92,5.15,-0.5,NA,NA,91,74.8,70,49,5.7,1.6,1.8,-2.2,16,8.33,9.5,3,NA,NA,103.43,103.14,103.06,102.7,103.43,103.14,103.06,102.7,48300,40250,40250,32200,5,1.9,3.1,1.2,12.8,0,0.2,0,0,0,0,0,NA,"07:52:00","18:01:00",10.15,7.87,18.02,2,2,12,12,0,3,NA,NA,NA,NA,NA,5,2,2.5,0,NA,NA,NA,NA
"814","2019-10-26",11.9,7.35,7.15,2.4,NA,NA,95,80.4,77.5,60,7.7,4.1,3.9,0.1,27,10.58,14,1,39,29,103.34,102.93,102.91,102.48,103.34,102.93,102.9,102.47,48300,40250,40250,32200,7,1.8,4,1,10.8,0,2.1,0.2,0,0,0,0,NA,"07:50:00","18:03:00",10.22,7.83,18.05,2,2,13,13,3,4,NA,NA,NA,NA,NA,5,1.8,2.5,0,NA,NA,NA,NA
"815","2019-10-25",12.8,11.07,10.4,8,NA,NA,94,79.7,79,64,11,7.6,7.8,4.7,62,35.88,36,10,84,27,102.38,101.9,101.94,101.51,102.37,101.89,101.94,101.52,48300,36495.8,28200,8100,2.4,1.7,1.7,1,7.6,0,5.4,3.4,0.4,3.6,3.6,0,NA,"07:48:00","18:05:00",10.28,7.8,18.08,2,2,12,12,6,6,NA,NA,NA,NA,NA,8,4.1,4,0,NA,NA,NA,NA
"816","2019-10-24",13.4,10.9,10.3,7.2,NA,NA,96,82.2,82.5,69,8.8,7.9,7.9,7,13,9.71,8.5,4,NA,NA,103.05,102.77,102.71,102.36,103.04,102.76,102.69,102.35,48300,35545.8,36200,24100,2.1,1.5,1.6,1,7.7,0,5.3,3.3,0.3,1,1,0,NA,"07:47:00","18:06:00",10.32,7.78,18.1,2,2,13,13,9,9,NA,NA,NA,NA,NA,8,7.8,7.5,7,NA,NA,NA,NA
"817","2019-10-23",11.9,8.09,7.4,2.9,NA,NA,97,89.3,85,73,8.4,6.4,5.8,3.2,16,6.46,8.5,1,NA,NA,103.39,103.21,103.2,103.02,103.39,103.21,103.2,103.01,48300,39579.2,40250,32200,2.4,1.5,1.7,1,10.6,0,2.4,0.4,0,0,0,0,NA,"07:45:00","18:08:00",10.38,7.75,18.13,3,3,12,12,7,7,NA,NA,NA,NA,NA,8,5.6,4.5,1,NA,NA,NA,NA
"818","2019-10-22",13.2,10.68,10.6,8,NA,NA,97,88,86,75,10.2,8.8,8.1,6,38,22.21,20.5,3,54,23,103.09,102.57,102.46,101.84,103.09,102.57,102.46,101.83,48300,29812.5,25350,2400,2.2,1.7,1.6,1,7.4,0,5.6,3.6,0.6,0,0,0,NA,"07:44:00","18:10:00",10.43,7.73,18.17,2,2,13,13,6,6,NA,NA,NA,NA,NA,8,6.3,4.5,1,NA,NA,NA,NA
"819","2019-10-21",10.5,9.55,8.9,7.3,NA,NA,97,95,95,93,9.8,8.8,8.2,6.6,23,14.08,15,7,32,13,102.04,101.84,101.86,101.67,102.04,101.84,101.86,101.67,32200,14858.3,17900,3600,2.4,1.7,1.7,1,9.1,0,3.9,1.9,0,39.4,39.4,0,NA,"07:42:00","18:12:00",10.5,7.7,18.2,1,1,11,11,10,11,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"820","2019-10-20",9.1,8.2,8,6.9,NA,NA,96,93,93,90,7.7,7.1,7.1,6.5,25,12.88,13,1,33,7,101.76,101.42,101.42,101.07,101.76,101.42,101.42,101.08,32200,21012.5,18100,4000,1.9,1.5,1.4,1,10,0,3,1,0,12.6,12.6,0,NA,"07:41:00","18:14:00",10.55,7.68,18.23,1,1,9,9,8,8,NA,NA,NA,NA,NA,8,7.9,7.5,7,NA,NA,NA,NA
"821","2019-10-19",10.6,8.96,9.25,7.9,NA,NA,94,88.3,86.5,79,8.5,7.2,7.4,6.3,33,14.71,18,3,46,27,101.51,100.77,100.9,100.29,101.5,100.76,100.89,100.28,32200,28500,18500,4800,2,1.6,1.6,1.2,8.8,0,4.2,2.2,0,6.6,6.6,0,NA,"07:39:00","18:16:00",10.62,7.65,18.27,1,1,11,12,9,9,NA,NA,NA,NA,NA,8,6.8,4.5,1,NA,NA,NA,NA
"822","2019-10-18",11.2,9.74,9.75,8.3,NA,NA,91,84.8,85.5,80,8.4,7.3,7.3,6.2,27,18.25,16,5,45,19,100.96,100.79,100.72,100.47,100.96,100.79,100.72,100.47,32200,27279.2,25750,19300,2.2,1.8,1.8,1.4,8.2,0,4.8,2.8,0,5,5,0,NA,"07:37:00","18:18:00",10.68,7.62,18.3,1,1,12,12,8,8,NA,NA,NA,NA,NA,8,7.7,5.5,3,NA,NA,NA,NA
"823","2019-10-17",14.5,10.83,11.25,8,NA,NA,95,88,86.5,78,10.4,8.9,8.5,6.6,30,20.54,21.5,13,46,17,100.42,100.18,100.22,100.03,100.42,100.18,100.22,100.03,32200,26812.5,22550,12900,2.5,1.9,1.9,1.3,6.8,0,6.2,4.2,1.2,9.2,9.2,0,NA,"07:36:00","18:20:00",10.73,7.6,18.33,1,1,12,12,9,10,NA,NA,NA,NA,NA,8,7.2,5.5,3,NA,NA,NA,NA
"824","2019-10-16",13.2,11.35,10.7,8.2,NA,NA,94,86.5,84.5,75,10.8,9.1,9.1,7.3,35,18.88,20,5,55,14,100.99,100.45,100.54,100.09,100.99,100.45,100.54,100.09,32200,22575,21750,11300,2.6,2.1,2.1,1.6,7.3,0,5.7,3.7,0.7,14,14,0,NA,"07:34:00","18:22:00",10.8,7.57,18.37,1,1,13,13,10,10,NA,NA,NA,NA,NA,8,7.5,5,2,NA,NA,NA,NA
"825","2019-10-15",11.7,10.02,9.14,6.6,NA,NA,96,85.7,83.5,71,9.2,7.7,7.8,6.4,29,12.12,15.5,2,39,7,101.66,101.37,101.38,101.09,101.66,101.37,101.38,101.1,48300,29566.7,26550,4800,2.2,1.7,1.6,1,8.9,0,4.1,2.1,0,6.6,6.6,0,NA,"07:33:00","18:24:00",10.85,7.55,18.4,1,2,13,13,10,10,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"826","2019-10-14",13.2,9.25,9.3,5.4,NA,NA,96,89.4,86.5,77,9.3,7.6,7.5,5.7,16,8,8.5,1,33,21,102,101.84,101.83,101.67,102,101.83,101.83,101.67,48300,32866.7,36200,24100,3,1.8,2,1,8.7,0,4.3,2.3,0,0,0,0,NA,"07:31:00","18:26:00",10.92,7.52,18.43,2,3,14,15,8,8,NA,NA,NA,NA,NA,8,7.5,5.5,3,NA,NA,NA,NA
"827","2019-10-13",13.3,10.29,9.75,6.2,NA,NA,95,86.8,85,75,9.3,8.2,7.1,4.9,22,10.96,12,2,NA,NA,101.66,101.43,101.49,101.31,101.66,101.42,101.48,101.3,32200,32200,32200,32200,3,1.8,2,1.1,8.2,0,4.8,2.8,0,0.2,0.2,0,NA,"07:30:00","18:28:00",10.97,7.5,18.47,2,3,12,13,8,8,NA,NA,NA,NA,NA,8,6.3,4.5,1,NA,NA,NA,NA
"828","2019-10-12",13.5,9.62,8.85,4.2,NA,NA,93,84.9,84.5,76,9.7,7.2,6.2,2.8,23,10.5,12,1,NA,NA,101.75,101.57,101.55,101.35,101.74,101.56,101.54,101.35,32200,30250,22550,12900,3,2,2.1,1.3,9.2,0,3.8,1.8,0,0.8,0.8,0,NA,"07:28:00","18:30:00",11.03,7.47,18.5,2,2,12,13,9,9,NA,NA,NA,NA,NA,8,7.7,5.5,3,NA,NA,NA,NA
"829","2019-10-11",12.5,6.83,6.8,1.1,NA,NA,94,78.3,75.5,57,6,3.1,3,0.1,12,6.54,7,2,NA,NA,102.64,102.17,102.19,101.74,102.64,102.16,102.19,101.74,48300,40250,40250,32200,3.1,2.1,2,1,11.2,0,1.8,0,0,0,0,0,NA,"07:27:00","18:32:00",11.08,7.45,18.53,4,4,15,15,5,5,NA,NA,NA,NA,NA,8,4.2,4,0,NA,NA,NA,NA
"830","2019-10-10",10.2,5.49,4.75,-0.7,NA,NA,93,72.4,74.5,56,2.6,0.8,0.4,-1.7,11,6.38,6.5,2,NA,NA,103.23,103.02,102.95,102.66,103.23,103.02,102.94,102.65,48300,40250,40250,32200,3,2.1,2.1,1.2,13.2,0,0,0,0,0,0,0,NA,"07:25:00","18:34:00",11.15,7.42,18.57,4,4,12,12,1,1,NA,NA,NA,NA,NA,8,3,4,0,NA,NA,NA,NA
"831","2019-10-09",10.2,5.65,5.5,0.8,NA,NA,78,56.2,56,34,0.9,-2.7,-3,-6.9,16,9.33,9.5,3,NA,NA,103.18,102.91,102.76,102.34,103.18,102.9,102.76,102.34,48300,40250,40250,32200,2.7,1.9,1.9,1.1,12.5,0,0.5,0,0,0,0,0,NA,"07:23:00","18:36:00",11.22,7.38,18.6,3,4,10,10,0,1,NA,NA,NA,NA,NA,3,0.8,1.5,0,NA,NA,NA,NA
"832","2019-10-08",11.9,8.52,7.3,2.7,NA,NA,89,72.2,76,63,5.4,3.8,3.1,0.9,39,22.17,20,1,54,28,102.27,101.37,101.6,100.93,102.26,101.36,101.6,100.93,48300,38570.8,36200,24100,2.3,1.8,1.7,1.1,10.7,0,2.3,0.3,0,0,0,0,NA,"07:22:00","18:38:00",11.27,7.37,18.63,1,3,14,14,2,3,NA,NA,NA,NA,NA,8,5.2,5,2,NA,NA,NA,NA
"833","2019-10-07",16.1,11.71,13.05,10,NA,NA,96,88.3,81.5,67,12.4,9.8,8.6,4.8,43,20.88,26.5,10,54,24,101.94,101.19,101.32,100.69,101.93,101.19,101.31,100.68,32200,23458.3,22550,12900,2.3,1.5,1.6,1,5,0,8.1,6,3,16.6,16.6,0,NA,"07:20:00","18:40:00",11.33,7.33,18.67,1,1,14,14,6,6,NA,NA,NA,NA,NA,8,6.6,4.5,1,NA,NA,NA,NA
"834","2019-10-06",12.9,10.12,9.1,5.3,NA,NA,95,87.4,87,79,9.9,8.1,7.7,5.5,11,7.46,7,3,NA,NA,103,102.6,102.5,102,103,102.6,102.49,101.99,32200,28825,28150,24100,2.1,1.5,1.6,1,8.9,0,4.1,2.1,0,0,0,0,NA,"07:19:00","18:42:00",11.38,7.32,18.7,1,3,12,13,9,9,NA,NA,NA,NA,NA,8,6.1,4.5,1,NA,NA,NA,NA
"835","2019-10-05",13.9,10.68,10.65,7.4,NA,NA,97,86.6,82.5,68,10.8,8.5,8.7,6.6,16,8,8,0,27,28,102.96,102.75,102.69,102.43,102.96,102.75,102.69,102.43,32200,32200,32200,32200,2.1,1.6,1.6,1.1,7.3,0,5.7,3.6,0.6,0,0,0,NA,"07:17:00","18:44:00",11.45,7.28,18.73,3,4,15,15,6,8,NA,NA,NA,NA,NA,8,4.3,4.5,1,NA,NA,NA,NA
"836","2019-10-04",12.2,10.9,11,9.8,NA,NA,94,85.8,84.5,75,9.9,8.6,8.5,7.1,20,12.46,12.5,5,NA,NA,102.4,101.95,101.97,101.53,102.39,101.95,101.96,101.53,32200,25337.5,20150,8100,2,1.5,1.5,1,7,0,6,4,1,3.8,3.8,0,NA,"07:16:00","18:46:00",11.5,7.27,18.77,2,3,13,13,10,10,NA,NA,NA,NA,NA,8,8,7.5,7,NA,NA,NA,NA
"837","2019-10-03",16.1,12.15,13.2,10.3,NA,NA,88,76.8,74,60,10.2,8.1,8.7,7.1,26,18.92,19,12,39,13,101.52,101.38,101.39,101.26,101.52,101.38,101.39,101.26,32200,27012.5,20950,9700,2,1.7,1.6,1.3,4.8,0,8.2,6.2,3.2,1.6,1.6,0,NA,"07:14:00","18:49:00",11.58,7.23,18.82,1,2,15,15,9,9,NA,NA,NA,NA,NA,8,7.4,5.5,3,NA,NA,NA,NA
"838","2019-10-02",15.2,11.14,11.25,7.3,NA,NA,86,76.9,70.5,55,9.1,7.2,7,5,15,9.96,8.5,2,NA,NA,101.9,101.66,101.64,101.39,101.9,101.65,101.64,101.39,48300,38370.8,27350,6400,2.4,1.8,1.8,1.1,6.8,0,6.2,4.2,1.2,1.6,1.6,0,NA,"07:13:00","18:51:00",11.63,7.22,18.85,3,3,15,15,9,9,NA,NA,NA,NA,NA,8,7.7,7,6,NA,NA,NA,NA
"839","2019-10-01",14.8,9.9,9.85,4.9,NA,NA,81,71.2,66.5,52,7.3,4.8,4.8,2.3,17,10.92,10.5,4,NA,NA,102.23,102.07,102.06,101.89,102.23,102.07,102.06,101.89,48300,40920.8,40250,32200,4,1.8,2.5,1,8.2,0,4.8,2.8,0,0,0,0,NA,"07:11:00","18:53:00",11.7,7.18,18.88,4,5,15,15,8,9,NA,NA,NA,NA,NA,8,5.4,4,0,NA,NA,NA,NA
"840","2019-09-30",14.7,10.3,9.15,3.6,NA,NA,74,59.6,58,42,6.8,2.7,3.1,-0.5,16,8.46,8.5,1,NA,NA,102.08,101.92,101.89,101.7,102.08,101.91,101.89,101.7,48300,40250,40250,32200,2.4,1.8,1.8,1.2,8.8,0,4.2,2.1,0,0,0,0,NA,"07:10:00","18:55:00",11.75,7.17,18.92,4,4,17,17,5,6,NA,NA,NA,NA,NA,7,2.4,3.5,0,NA,NA,NA,NA
"841","2019-09-29",16.2,11.95,12.1,8,NA,NA,68,42.2,48,28,2.5,-0.9,-0.4,-3.4,25,12.04,14.5,4,37,5,101.7,101.41,101.42,101.15,101.69,101.41,101.42,101.15,32200,32200,32200,32200,2,1.6,1.6,1.1,5.9,0,7.1,5.1,2.1,0,0,0,NA,"07:09:00","18:57:00",11.8,7.15,18.95,3,3,17,18,7,7,NA,NA,NA,NA,NA,8,7.3,6.5,5,NA,NA,NA,NA
"842","2019-09-28",18.4,12.31,12.3,6.2,NA,NA,94,59.8,61.5,29,8.1,3.4,2.8,-2.4,23,10.42,12.5,2,37,32,101.23,101.12,101.07,100.91,101.23,101.11,101.07,100.91,32200,32200,32200,32200,2,1.4,1.5,1,5.7,0,7.3,5.3,2.3,0,0,0,NA,"07:07:00","18:59:00",11.87,7.12,18.98,3,3,18,18,7,9,NA,NA,NA,NA,NA,8,5.8,5,2,NA,NA,NA,NA
"843","2019-09-27",15,11.8,10.75,6.5,NA,NA,95,73.3,75.5,56,8.4,7.1,7,5.6,52,25.62,27.5,3,65,28,101.37,101.09,101.14,100.91,101.4,101.09,101.16,100.91,48300,36691.7,33800,19300,2,1.8,1.6,1.3,7.2,0,5.8,3.8,0.8,0.8,0.8,0,NA,"07:06:00","19:01:00",11.92,7.1,19.02,4,5,15,15,9,9,NA,NA,NA,NA,NA,8,4.4,4,0,NA,NA,NA,NA
"844","2019-09-26",17.3,14.18,14.9,12.5,NA,NA,95,80.1,80,65,12.7,10.7,10.2,7.7,45,29.12,28,11,55,28,101.4,101.22,101.16,100.91,101.41,101.22,101.16,100.91,48300,31779.2,32200,16100,2,1.5,1.6,1.2,3.1,0,9.9,7.9,4.9,7.2,7.2,0,NA,"07:04:00","19:03:00",11.98,7.07,19.05,5,5,16,16,9,9,NA,NA,NA,NA,NA,8,4.7,4.5,1,NA,NA,NA,NA
"845","2019-09-25",16.2,13.98,13.25,10.3,NA,NA,92,79.5,79,66,12.6,10.5,10.5,8.4,27,11.88,14,1,37,28,102.58,102.23,101.94,101.3,102.58,102.22,101.94,101.3,24100,23900,21700,19300,2.6,1.7,1.8,1,4.8,0,8.2,6.2,3.2,0.4,0.4,0,NA,"07:03:00","19:06:00",12.05,7.05,19.1,4,4,16,17,12,12,NA,NA,NA,NA,NA,8,6.5,4.5,1,NA,NA,NA,NA
"846","2019-09-24",17.7,14.63,14.89,12.1,NA,NA,96,88.3,85,74,13.7,12.7,12.4,11.2,23,10.83,13,3,32,21,102.39,102.23,102.19,101.99,102.39,102.22,102.19,101.99,48300,25408.3,25750,3200,3,1.6,2,1,3.1,0,9.9,7.9,4.9,0.8,0.8,0,NA,"07:01:00","19:08:00",12.12,7.02,19.13,5,6,18,18,11,11,NA,NA,NA,NA,NA,8,6.5,5.5,3,NA,NA,NA,NA
"847","2019-09-23",14.3,12.93,12.85,11.4,NA,NA,96,89.2,86,76,12.3,11.2,10.8,9.2,22,13.96,12.5,3,NA,NA,102.2,101.92,101.83,101.46,102.2,101.92,101.82,101.45,32200,18979.2,17100,2000,2.3,1.7,1.7,1.1,5.2,0,7.8,5.8,2.8,6.2,6.2,0,NA,"07:00:00","19:10:00",12.17,7,19.17,2,2,14,14,12,13,NA,NA,NA,NA,NA,8,7.9,7.5,7,NA,NA,NA,NA
"848","2019-09-22",16.2,14.95,15,13.8,NA,NA,96,94,92.5,89,15.1,14,13.6,12,22,14.46,12,2,NA,NA,101.43,101.09,101.19,100.94,101.42,101.09,101.18,100.94,32200,14841.7,18100,4000,1.5,1.1,1.2,1,3,0,10,8,5,30.4,30.4,0,NA,"06:58:00","19:12:00",12.23,6.97,19.2,2,3,17,17,13,14,NA,NA,NA,NA,NA,8,7,5,2,NA,NA,NA,NA
"849","2019-09-21",19.6,15.76,16.1,12.6,NA,NA,93,81.3,79.5,66,14.3,12.5,12.8,11.4,21,11.54,12.5,4,NA,NA,102.04,101.81,101.71,101.37,102.03,101.8,101.69,101.36,32200,30987.5,25750,19300,2,1.4,1.5,1,1.9,0,11.1,9.1,6.1,2.8,2.8,0,NA,"06:57:00","19:14:00",12.28,6.95,19.23,5,5,19,19,14,15,NA,NA,NA,NA,NA,8,7.5,7,6,NA,NA,NA,NA
"850","2019-09-20",19,14.92,15.85,12.7,NA,NA,96,88.7,83.5,71,14.2,13,13.2,12.1,13,6.5,7,1,NA,NA,102,101.86,101.85,101.7,101.99,101.85,101.84,101.69,48300,29566.7,28200,8100,2,1.5,1.5,1,2.1,0,10.8,8.8,5.8,0.6,0.6,0,NA,"06:55:00","19:16:00",12.35,6.92,19.27,6,6,18,18,11,11,NA,NA,NA,NA,NA,8,6.4,5,2,NA,NA,NA,NA
"851","2019-09-19",15.8,13.53,12.5,9.2,NA,NA,97,91.1,90.5,84,13.5,12.1,11.6,9.7,14,6.79,7.5,1,NA,NA,101.83,101.73,101.69,101.56,101.82,101.72,101.69,101.55,32200,23975,25750,19300,3,1.3,2,1,5.5,0,7.5,5.5,2.5,1.2,1.2,0,NA,"06:54:00","19:18:00",12.4,6.9,19.3,4,4,16,18,11,14,NA,NA,NA,NA,NA,8,6.8,5,2,NA,NA,NA,NA
"852","2019-09-18",17.7,14.38,14.85,12,NA,NA,95,87,85,75,13.9,12.3,12.1,10.2,29,13.58,16.5,4,35,28,101.51,101.16,101.15,100.79,101.5,101.15,101.14,100.79,48300,37425,30600,12900,2,1.4,1.5,1,3.1,0,9.8,7.8,4.8,7.2,7.2,0,NA,"06:53:00","19:21:00",12.47,6.88,19.35,5,5,18,18,11,11,NA,NA,NA,NA,NA,8,5.2,4,0,NA,NA,NA,NA
"853","2019-09-17",15.6,13.81,14.25,12.9,NA,NA,93,88.1,86.5,80,13.2,11.9,12.2,11.1,34,22.75,23.5,13,50,7,100.83,100.59,100.64,100.46,100.83,100.59,100.64,100.46,32200,21837.5,18500,4800,1.6,1.3,1.3,1,3.8,0,9.2,7.2,4.2,13.8,13.8,0,NA,"06:51:00","19:23:00",12.53,6.85,19.38,2,2,16,16,12,13,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"854","2019-09-16",18.2,14.83,15.3,12.4,NA,NA,92,83.1,82,72,14.7,12,12.8,11,18,10.71,11,4,NA,NA,100.94,100.88,100.87,100.79,100.94,100.87,100.86,100.78,48300,30508.3,36200,24100,2,1.3,1.5,1,2.7,0,10.3,8.3,5.3,0.4,0.4,0,NA,"06:50:00","19:25:00",12.58,6.83,19.42,3,3,17,17,12,12,NA,NA,NA,NA,NA,8,7.1,6.5,5,NA,NA,NA,NA
"855","2019-09-15",18.1,14.88,15.45,12.8,NA,NA,96,88.1,86,76,13.9,12.9,12.7,11.5,26,15.54,16.5,7,37,16,100.76,100.56,100.59,100.41,100.75,100.56,100.58,100.41,32200,26125,28150,24100,2.1,1.6,1.6,1.1,2.5,0,10.4,8.4,5.5,2,2,0,NA,"06:48:00","19:27:00",12.65,6.8,19.45,2,2,16,16,13,13,NA,NA,NA,NA,NA,8,7.1,5.5,3,NA,NA,NA,NA
"856","2019-09-14",16.8,15.17,15.25,13.7,NA,NA,94,91.3,89.5,85,14.8,13.8,13.8,12.7,25,17.88,16,7,46,15,101.7,101.17,101.14,100.59,101.69,101.16,101.14,100.59,32200,21262.5,18100,4000,2,1.5,1.5,1,2.8,0,10.2,8.2,5.2,9,9,0,NA,"06:47:00","19:29:00",12.7,6.78,19.48,1,2,18,18,14,14,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"857","2019-09-13",19.8,16.02,16.8,13.8,NA,NA,96,89.8,86,76,15.6,14.3,14.6,13.5,26,16.46,17.5,9,35,16,101.88,101.76,101.76,101.64,101.87,101.75,101.75,101.62,32200,24925,24150,16100,2,1.5,1.6,1.1,1.2,0,11.8,9.8,6.8,7,7,0,NA,"06:45:00","19:31:00",12.77,6.75,19.52,2,3,18,18,15,15,NA,NA,NA,NA,NA,8,7.7,5.5,3,NA,NA,NA,NA
"858","2019-09-12",19.1,16.46,16.89,14.7,NA,NA,95,87.8,87,79,15.6,14.4,14.3,13,27,13.17,17,7,37,8,102.11,101.82,101.82,101.53,102.09,101.81,101.8,101.52,32200,25620.8,18500,4800,2,1.5,1.5,1,1.1,0,11.9,9.9,6.9,22,22,0,NA,"06:44:00","19:34:00",12.83,6.73,19.57,2,2,19,19,14,14,NA,NA,NA,NA,NA,8,7.4,5,2,NA,NA,NA,NA
"859","2019-09-11",20,16.55,16.35,12.7,NA,NA,93,78.5,79,65,13.8,12.7,12.7,11.6,23,14.42,14,5,35,10,102.14,101.98,101.88,101.62,102.13,101.97,101.87,101.61,48300,32862.5,36200,24100,3,1.7,2,1,1.6,0,11.3,9.3,6.3,0,0,0,NA,"06:42:00","19:36:00",12.9,6.7,19.6,6,6,21,21,15,15,NA,NA,NA,NA,NA,8,6.6,5,2,NA,NA,NA,NA
"860","2019-09-10",20,17.12,17.45,14.9,NA,NA,94,83.1,79,64,15.1,14.2,13.9,12.7,13,7.92,7.5,2,NA,NA,101.61,101.36,101.4,101.2,101.6,101.34,101.39,101.19,48300,35141.7,30600,12900,2.3,1.6,1.6,1,0.6,0,12.4,10.4,7.5,0.2,0.2,0,NA,"06:41:00","19:38:00",12.95,6.68,19.63,4,5,20,21,13,13,NA,NA,NA,NA,NA,8,6.2,5.5,3,NA,NA,NA,NA
"861","2019-09-09",19.4,16.68,16.95,14.5,NA,NA,94,87.5,82,70,15.5,14.6,14.6,13.7,16,10.25,10.5,5,NA,NA,101.17,101.04,101.06,100.95,101.16,101.02,101.05,100.94,48300,25854.2,33800,19300,2,1.4,1.5,1,1.1,0,11.9,9.9,7,1.2,1.2,0,NA,"06:40:00","19:40:00",13,6.67,19.67,2,4,19,19,13,13,NA,NA,NA,NA,NA,8,7,6,4,NA,NA,NA,NA
"862","2019-09-08",19.1,16.69,16.6,14.1,NA,NA,94,84.9,84,74,14.7,14.1,13.8,12.8,22,14.96,15.5,9,32,9,101.31,101.11,101.14,100.97,101.3,101.1,101.12,100.95,32200,26016.7,22550,12900,1.7,1.3,1.4,1,1.4,0,11.6,9.6,6.6,9,9,0,NA,"06:38:00","19:42:00",13.07,6.63,19.7,4,5,20,20,15,15,NA,NA,NA,NA,NA,8,7.8,7,6,NA,NA,NA,NA
"863","2019-09-07",20.2,17.19,17.55,14.9,NA,NA,84,79,76.5,69,14.8,13.5,13.2,11.5,23,12.29,14,5,33,13,101.81,101.52,101.49,101.18,101.8,101.5,101.48,101.16,48300,34883.3,40250,32200,2.5,1.7,1.8,1,0.4,0,12.6,10.6,7.5,0,0,0,NA,"06:37:00","19:44:00",13.12,6.62,19.73,5,5,22,22,15,15,NA,NA,NA,NA,NA,8,7,5,2,NA,NA,NA,NA
"864","2019-09-06",27.6,19.98,20.6,13.6,30,NA,96,70.1,70,44,15.5,13.8,13.6,11.6,23,12.42,12,1,33,13,101.81,101.64,101.6,101.39,101.8,101.63,101.59,101.38,48300,40250,40250,32200,3.5,2.2,2.4,1.2,0,2.6,15.6,13.6,10.6,0,0,0,NA,"06:35:00","19:46:00",13.18,6.58,19.77,6,6,24,25,15,15,NA,NA,NA,NA,NA,5,1.9,2.5,0,NA,NA,NA,NA
